,Unnamed: 0,artist_name,track_uri,artist_uri,name,album_uri,duration_ms,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,id,song_popularity,explicit,id_artists,release_date,key,mode,time_signature,artist_popularity
365,365,Alessia Cara,spotify:track:1wYZZtamWTQAoj8B812uKQ,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,Here,spotify:album:3rDbA12I5duZnlwakqDdZa,199453,Know-It-All,0.0785,0.376,0.821,0.0,0.0823,-3.974,0.104,120.462,0.331,1wYZZtamWTQAoj8B812uKQ,67,0,['2wUjUUtkb5lvLKcGKsKqsR'],2015-11-13,0,1,4,57
366,366,Alessia Cara,spotify:track:2ZyuwVvV6Z3XJaXIFbspeE,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,Wild Things,spotify:album:3rDbA12I5duZnlwakqDdZa,188493,Know-It-All,0.02,0.741,0.626,0.0,0.0828,-4.826,0.0886,108.029,0.706,2ZyuwVvV6Z3XJaXIFbspeE,64,0,['2wUjUUtkb5lvLKcGKsKqsR'],2015-11-13,1,0,4,57
367,367,Halsey,spotify:track:2IO7yf562c1zLzpanal1DT,spotify:artist:26VFTg2z8YR0cCuwLzESi2,Gasoline,spotify:album:5OZJflQcQCdZLQjtUudCin,199593,BADLANDS,0.223,0.731,0.58,0.0,0.129,-7.328,0.0399,119.997,0.319,2IO7yf562c1zLzpanal1DT,74,1,['26VFTg2z8YR0cCuwLzESi2'],2015-08-28,10,0,4,15
368,368,Kacey Musgraves,spotify:track:4CLPNURPcKztF9RRdcWLGP,spotify:artist:70kkdajctXSbqSMJbQO424,Follow Your Arrow,spotify:album:6IGpQUt0KNi5rBUXZZOFI6,199640,Same Trailer Different Park,0.418,0.448,0.649,0.0,0.0976,-5.925,0.0434,195.925,0.575,4CLPNURPcKztF9RRdcWLGP,68,0,['70kkdajctXSbqSMJbQO424'],2013-01-01,5,1,4,15
369,369,Halsey,spotify:track:6Xs7OKt6i0Ddq8B4M5Dgvr,spotify:artist:26VFTg2z8YR0cCuwLzESi2,New Americana,spotify:album:5U5rt98q8Jqx4lP3RdqYfO,183808,BADLANDS,0.0113,0.339,0.707,0.0,0.337,-5.121,0.0428,173.993,0.359,3UhxppZQkfk9WniMtjpESF,59,0,['26VFTg2z8YR0cCuwLzESi2'],2015-08-28,0,0,4,36
370,370,Galantis,spotify:track:6M6Tk58pQvABy6ru66dY3d,spotify:artist:4sTQVOfp9vEMCemLw50sbu,No Money,spotify:album:7DNmxxEuJe19wNVrinaXx4,191293,The Aviary,0.0282,0.674,0.915,0.00337,0.273,-3.999,0.0411,126.038,0.78,6M6Tk58pQvABy6ru66dY3d,72,0,['4sTQVOfp9vEMCemLw50sbu'],2017-09-15,6,0,4,83
371,371,Marina and the Diamonds,spotify:track:02b5L9jExmkRTdUTqXFzmR,spotify:artist:6CwfuxIqcltXDGjfZsMd9A,Primadonna,spotify:album:1cb2YQ7Ii622olGiImJz2B,221075,Electra Heart,0.0884,0.66,0.689,0.0,0.0922,-2.671,0.0337,127.98,0.427,5tFMuAw6X2R4NLx97g7n9q,65,0,['6CwfuxIqcltXDGjfZsMd9A'],2012-04-30,4,0,4,58
372,372,Lukas Graham,spotify:track:7675gjlUZzneYiMrQ9Inx8,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,Mama Said,spotify:album:6NQ2RNksdSKdtnlFOLJo24,206756,Lukas Graham (Blue Album),0.0229,0.748,0.867,1.28e-05,0.392,-4.715,0.0536,84.005,0.531,3kQcsiZLNkC9jjtJO20ht5,52,0,['25u4wHJWxCA9vO0CzxAbK7'],2015-06-26,7,0,4,88
373,373,Alex & Sierra,spotify:track:1almCHdsfikRPfVB9VrEdT,spotify:artist:58MLl9nC29IXbE4nEtuoP2,Little Do You Know,spotify:album:3Yk19X5zgXDSrG8uqrPnXC,185200,It's About Us,0.746,0.5,0.292,0.0,0.188,-8.554,0.0323,145.879,0.37,6soW9pvcXoYrnyVmTC9ErH,59,0,['58MLl9nC29IXbE4nEtuoP2'],2014,0,1,4,98
374,374,Kiiara,spotify:track:6WhzFzROw3aq3rPWjgYlxr,spotify:artist:4u5smJBskI6Adzv08PuiUP,Gold,spotify:album:4sbZHOW6I2LTTjlRJbhVtA,225882,Gold,0.615,0.6,0.412,0.0025,0.134,-9.343,0.344,113.049,0.408,6WhzFzROw3aq3rPWjgYlxr,60,0,['4u5smJBskI6Adzv08PuiUP'],2015-10-26,8,1,5,97
375,375,The Cranberries,spotify:track:0md12GKBGH8ZuLG2fTfGUz,spotify:artist:7t0rwkOPGlDPEhaOcVtOt9,Dreams,spotify:album:1pyh6iM7r1lvWgab6BEMMs,271560,"Everybody Else Is Doing It, So Why Can't We?",0.00313,0.551,0.643,0.00385,0.421,-13.091,0.0353,128.661,0.514,4JGKZS7h4Qa16gOU3oNETV,75,0,['7t0rwkOPGlDPEhaOcVtOt9'],1993-03-01,4,1,4,84
376,376,Unk,spotify:track:6lSylu4qTmLBGQB1zp5oCi,spotify:artist:0PGtMx1bsqoCHCy3MB3gXA,Walk It Out,spotify:album:73W95DD8ErZGSQSkWmrBsh,173040,Beat'n Down Yo Block,0.0982,0.794,0.777,0.0,0.202,-3.696,0.0813,160.022,0.706,6PBAPjshd2JfEiWpdf3C2a,58,1,['0PGtMx1bsqoCHCy3MB3gXA'],2006-10-03,1,0,4,76
377,377,DJ Snake,spotify:track:67awxiNHNyjMXhVgsHuIrs,spotify:artist:540vIaP2JwjQb9dm3aArA4,Turn Down for What,spotify:album:3zo0Hxh9rjJsdw2JAKReE3,213733,Turn Down for What,0.00107,0.818,0.799,0.128,0.057,-4.1,0.156,100.014,0.0815,67awxiNHNyjMXhVgsHuIrs,74,0,"['540vIaP2JwjQb9dm3aArA4', '7sfl4Xt5KmfyDs2T3SVSMK']",2013-12-18,1,0,4,79
378,378,Miley Cyrus,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,spotify:artist:5YGY8feqx7naU7z4HrwZM6,We Can't Stop,spotify:album:3RDqXDc1bAETps54MSSOW0,231240,Bangerz (Deluxe Version),0.00882,0.613,0.622,0.0,0.37,-5.794,0.0334,80.003,0.484,6LoUZOblf5MRWJTWKHHN6b,28,0,['5YGY8feqx7naU7z4HrwZM6'],2017-12-22,1,0,4,79
379,379,Twenty One Pilots,spotify:track:5P3yUXUC9rZPJPNmYGKEAz,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Goner,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,236733,Blurryface,0.194,0.565,0.437,7.14e-06,0.0656,-7.68,0.0403,96.132,0.217,5P3yUXUC9rZPJPNmYGKEAz,66,0,['3YQKmKGau1PzlVlkL1iodx'],2015-05-15,6,0,3,87
380,380,Twenty One Pilots,spotify:track:7qxjGHW485TL8ciwkHD5MK,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Not Today,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,238040,Blurryface,0.0605,0.77,0.706,0.00182,0.0985,-4.705,0.0302,115.011,0.527,7qxjGHW485TL8ciwkHD5MK,65,0,['3YQKmKGau1PzlVlkL1iodx'],2015-05-15,2,1,4,88
381,381,Twenty One Pilots,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Message Man,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,240080,Blurryface,0.0897,0.715,0.838,0.0,0.15,-6.077,0.118,120.007,0.497,4Oyl6oYSNeeZZP0OAxPVaU,68,0,['3YQKmKGau1PzlVlkL1iodx'],2015-05-15,2,0,4,97
382,382,Twenty One Pilots,spotify:track:57yL3161hUMuw06zzzUCHi,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Doubt,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,191493,Blurryface,0.121,0.719,0.645,0.00316,0.362,-6.141,0.0358,123.02,0.69,57yL3161hUMuw06zzzUCHi,71,0,['3YQKmKGau1PzlVlkL1iodx'],2015-05-15,2,0,4,76
383,383,Twenty One Pilots,spotify:track:1lguQJjlNrIOoOylYVZN3M,spotify:artist:3YQKmKGau1PzlVlkL1iodx,The Judge,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,297760,Blurryface,0.177,0.423,0.797,0.0,0.137,-4.659,0.124,82.617,0.592,1lguQJjlNrIOoOylYVZN3M,70,0,['3YQKmKGau1PzlVlkL1iodx'],2015-05-15,0,1,4,84
384,384,Twenty One Pilots,spotify:track:1s9xuJxhYM0LdVqksjegcg,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Fairly Local,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,207160,Blurryface,0.0396,0.715,0.723,8.57e-05,0.084,-5.993,0.0569,114.985,0.479,1s9xuJxhYM0LdVqksjegcg,67,0,['3YQKmKGau1PzlVlkL1iodx'],2015-05-15,6,0,4,90
385,385,Twenty One Pilots,spotify:track:7i9763l5SSfOnqZ35VOcfy,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Heavydirtysoul,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,234813,Blurryface,0.00397,0.613,0.873,0.00111,0.367,-6.376,0.0449,129.989,0.392,7i9763l5SSfOnqZ35VOcfy,72,0,['3YQKmKGau1PzlVlkL1iodx'],2015-05-15,7,0,4,69
386,386,Twenty One Pilots,spotify:track:5cbpoIu3YjoOwbBDGUEp3P,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Car Radio,spotify:album:2r2r78NE05YjyHyVbVgqFn,267720,Vessel,0.098,0.766,0.519,0.0,0.0855,-7.355,0.0366,129.972,0.612,3zaCBaBsSii7XcHtPjlix5,49,0,['3YQKmKGau1PzlVlkL1iodx'],2013-01-08,9,0,4,90
387,387,Twenty One Pilots,spotify:track:70Cp0ukCMyWeJML77NGERU,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Semi-Automatic,spotify:album:2r2r78NE05YjyHyVbVgqFn,253680,Vessel,0.0489,0.78,0.716,5.92e-06,0.0704,-4.551,0.0439,105.017,0.362,70Cp0ukCMyWeJML77NGERU,62,0,['3YQKmKGau1PzlVlkL1iodx'],2013-01-08,6,0,4,90
388,388,Twenty One Pilots,spotify:track:1pKmfhwbZvsyYUP2eOGdw5,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Screen,spotify:album:2r2r78NE05YjyHyVbVgqFn,229120,Vessel,0.0963,0.718,0.714,0.0,0.141,-5.699,0.0622,149.949,0.84,1pKmfhwbZvsyYUP2eOGdw5,64,0,['3YQKmKGau1PzlVlkL1iodx'],2013-01-08,0,1,4,90
389,389,Twenty One Pilots,spotify:track:3MLtopC0uho28PxZN7Zecy,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Fake You Out,spotify:album:2r2r78NE05YjyHyVbVgqFn,231320,Vessel,0.248,0.84,0.608,1.25e-06,0.0874,-6.176,0.0458,115.012,0.727,3MLtopC0uho28PxZN7Zecy,65,0,['3YQKmKGau1PzlVlkL1iodx'],2013-01-08,6,1,4,83
390,390,Twenty One Pilots,spotify:track:3UaFnnUo80mv431WHEzaj9,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Implicit Demand For Proof,spotify:album:1Fexc96V24RL17Ko9VXUOM,291933,Twenty One Pilots,0.635,0.495,0.262,0.00486,0.104,-10.572,0.0292,159.986,0.287,3UaFnnUo80mv431WHEzaj9,55,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,9,0,3,79
391,391,Twenty One Pilots,spotify:track:77vDHmiANW3JS2gNN5q7pI,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Fall Away,spotify:album:1Fexc96V24RL17Ko9VXUOM,182000,Twenty One Pilots,0.238,0.816,0.766,0.0127,0.0893,-5.176,0.0565,120.011,0.696,77vDHmiANW3JS2gNN5q7pI,63,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,5,1,4,88
392,392,Twenty One Pilots,spotify:track:6QOZWUCG5vq4xtU3mW2ZA2,spotify:artist:3YQKmKGau1PzlVlkL1iodx,The Pantaloon,spotify:album:1Fexc96V24RL17Ko9VXUOM,213200,Twenty One Pilots,0.158,0.733,0.636,0.0,0.32,-6.693,0.0299,99.996,0.591,6QOZWUCG5vq4xtU3mW2ZA2,56,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,9,1,4,88
393,393,Twenty One Pilots,spotify:track:4izhmF4sQgGemZpLC68bC5,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Before You Start Your Day,spotify:album:1Fexc96V24RL17Ko9VXUOM,233000,Twenty One Pilots,0.976,0.363,0.135,0.000265,0.107,-11.166,0.0295,98.45,0.195,4izhmF4sQgGemZpLC68bC5,54,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,7,0,4,82
394,394,Twenty One Pilots,spotify:track:4j8gmCSLLy0TSFg2brV01g,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Taxi Cab,spotify:album:1Fexc96V24RL17Ko9VXUOM,285733,Twenty One Pilots,0.166,0.567,0.572,0.0,0.103,-7.694,0.0318,138.062,0.205,4j8gmCSLLy0TSFg2brV01g,57,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,9,1,4,32
395,395,Twenty One Pilots,spotify:track:4IN3imzEuTsiHO6tOwDQu5,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Trapdoor,spotify:album:1Fexc96V24RL17Ko9VXUOM,277013,Twenty One Pilots,0.149,0.55,0.625,0.0,0.161,-8.213,0.0399,149.927,0.317,4IN3imzEuTsiHO6tOwDQu5,56,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,1,0,3,84
396,396,Twenty One Pilots,spotify:track:70oK6ePjILgOuBUzRDOfCR,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Air Catcher,spotify:album:1Fexc96V24RL17Ko9VXUOM,254000,Twenty One Pilots,0.0731,0.519,0.436,0.0,0.107,-8.064,0.0285,109.962,0.133,70oK6ePjILgOuBUzRDOfCR,55,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,8,1,4,84
397,397,Twenty One Pilots,spotify:track:3FvV3j98xtcylQF1drDc9j,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Oh Ms Believer,spotify:album:1Fexc96V24RL17Ko9VXUOM,217000,Twenty One Pilots,0.612,0.501,0.328,0.0,0.15,-8.329,0.0255,73.326,0.263,3FvV3j98xtcylQF1drDc9j,63,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,0,1,4,20
398,398,Twenty One Pilots,spotify:track:08ZuYMwYKdxLrGufv125m0,spotify:artist:3YQKmKGau1PzlVlkL1iodx,March To The Sea,spotify:album:1Fexc96V24RL17Ko9VXUOM,331760,Twenty One Pilots,0.473,0.693,0.496,1.14e-05,0.0738,-10.146,0.0444,124.959,0.149,08ZuYMwYKdxLrGufv125m0,55,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,7,1,4,77
399,399,Twenty One Pilots,spotify:track:2hUFjIbpKaRqs97OjUAmXb,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Johnny Boy,spotify:album:1Fexc96V24RL17Ko9VXUOM,279053,Twenty One Pilots,0.00525,0.561,0.841,4.53e-05,0.24,-4.311,0.0515,114.943,0.356,2hUFjIbpKaRqs97OjUAmXb,61,0,['3YQKmKGau1PzlVlkL1iodx'],2009-12-29,0,1,4,84
400,400,Halsey,spotify:track:16w8ZGVSjI4TlTLV8VimBY,spotify:artist:26VFTg2z8YR0cCuwLzESi2,Castle,spotify:album:5OZJflQcQCdZLQjtUudCin,277623,BADLANDS,0.25,0.626,0.571,0.0,0.0946,-7.461,0.0327,129.959,0.164,16w8ZGVSjI4TlTLV8VimBY,69,0,['26VFTg2z8YR0cCuwLzESi2'],2015-08-28,7,0,4,70
401,401,Halsey,spotify:track:4U38hORPx8SsUAXGumsUYN,spotify:artist:26VFTg2z8YR0cCuwLzESi2,Hold Me Down,spotify:album:5OZJflQcQCdZLQjtUudCin,204785,BADLANDS,0.279,0.677,0.744,0.0,0.119,-4.512,0.0882,145.928,0.531,4U38hORPx8SsUAXGumsUYN,62,0,['26VFTg2z8YR0cCuwLzESi2'],2015-08-28,1,0,4,84
402,402,Halsey,spotify:track:5x2XIAdvFxWCwIOMNkbWUj,spotify:artist:26VFTg2z8YR0cCuwLzESi2,Young God,spotify:album:5OZJflQcQCdZLQjtUudCin,180088,BADLANDS,0.324,0.449,0.599,4.09e-06,0.114,-6.509,0.0405,119.868,0.198,5x2XIAdvFxWCwIOMNkbWUj,61,1,['26VFTg2z8YR0cCuwLzESi2'],2015-08-28,9,0,4,67
403,403,The Neighbourhood,spotify:track:38kjFXYgPvtuXCPbHPMGte,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,Prey,spotify:album:18iFxjZugvKhuNNMbLjZJF,282640,Wiped Out!,0.0258,0.517,0.779,0.0,0.0622,-5.005,0.0477,115.206,0.197,38kjFXYgPvtuXCPbHPMGte,67,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,9,0,4,59
404,404,The Neighbourhood,spotify:track:0EfsDEYaSjGYd66Pr881nq,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,Cry Baby,spotify:album:18iFxjZugvKhuNNMbLjZJF,235160,Wiped Out!,0.00269,0.581,0.656,2.78e-06,0.101,-4.891,0.0294,108.033,0.338,0EfsDEYaSjGYd66Pr881nq,74,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,4,0,4,89
405,405,The Neighbourhood,spotify:track:4Tp4gRuDo1sIMP6gH9LwuH,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,Wiped Out!,spotify:album:18iFxjZugvKhuNNMbLjZJF,373373,Wiped Out!,0.0113,0.571,0.737,0.000477,0.3,-6.53,0.027,127.975,0.0656,4Tp4gRuDo1sIMP6gH9LwuH,61,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,9,0,4,69
406,406,The Neighbourhood,spotify:track:2u0CelO5c81XS7z3dGpHbS,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Beach,spotify:album:18iFxjZugvKhuNNMbLjZJF,255133,Wiped Out!,0.131,0.245,0.64,8.11e-06,0.0766,-7.426,0.0608,135.739,0.105,2u0CelO5c81XS7z3dGpHbS,75,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,2,0,4,70
407,407,The Neighbourhood,spotify:track:5E30LdtzQTGqRvNd7l6kG5,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,Daddy Issues,spotify:album:18iFxjZugvKhuNNMbLjZJF,260173,Wiped Out!,0.0678,0.588,0.521,0.149,0.123,-9.461,0.0329,85.012,0.337,5E30LdtzQTGqRvNd7l6kG5,87,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,10,1,4,33
408,408,The Neighbourhood,spotify:track:40gvh6jP5qxMJuMmF9lG9A,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,Baby Came Home 2 / Valentines,spotify:album:18iFxjZugvKhuNNMbLjZJF,390493,Wiped Out!,0.0687,0.21,0.499,0.00315,0.773,-9.754,0.0485,74.094,0.108,40gvh6jP5qxMJuMmF9lG9A,60,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,2,0,4,84
409,409,The Neighbourhood,spotify:track:6PS9AdyOKTPwlDPfLzJ7Ow,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,Greetings from Califournia,spotify:album:18iFxjZugvKhuNNMbLjZJF,244040,Wiped Out!,0.178,0.488,0.725,2.33e-06,0.661,-7.692,0.0513,81.235,0.309,6PS9AdyOKTPwlDPfLzJ7Ow,59,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,5,0,4,71
410,410,The Neighbourhood,spotify:track:7xrwGUa11hnnxXWeTIzcHf,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,Ferrari,spotify:album:18iFxjZugvKhuNNMbLjZJF,184173,Wiped Out!,0.00235,0.442,0.652,1.06e-06,0.5,-8.636,0.0405,75.576,0.18,7xrwGUa11hnnxXWeTIzcHf,57,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,11,0,4,70
411,411,The Neighbourhood,spotify:track:5Ma3BlNVDtn3JiwMEafSaq,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,Single,spotify:album:18iFxjZugvKhuNNMbLjZJF,262320,Wiped Out!,0.755,0.249,0.492,0.0,0.243,-7.108,0.0352,54.134,0.34,5Ma3BlNVDtn3JiwMEafSaq,67,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,2,0,4,43
412,412,The Neighbourhood,spotify:track:07VBqWH6NG8L2ad3l84UKk,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,R.I.P. 2 My Youth,spotify:album:18iFxjZugvKhuNNMbLjZJF,205280,Wiped Out!,0.00216,0.353,0.686,0.0,0.123,-5.704,0.0534,94.47,0.177,07VBqWH6NG8L2ad3l84UKk,71,0,['77SW9BnxLY8rJ0RciFqkHh'],2015-10-30,7,0,4,43
413,413,The Neighbourhood,spotify:track:4TaY35s44Bf6OQnRK4R8Y5,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,West Coast,spotify:album:2RIzTjf0GcKm1I2FQV19zw,253520,The Love Collection,0.162,0.742,0.468,0.00978,0.337,-6.356,0.108,78.047,0.456,4TaY35s44Bf6OQnRK4R8Y5,59,0,['77SW9BnxLY8rJ0RciFqkHh'],2013-12-10,1,1,4,61
414,414,The Neighbourhood,spotify:track:2NNzvsOFpztTUUzk6rcnPH,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,No Grey,spotify:album:2RIzTjf0GcKm1I2FQV19zw,206960,The Love Collection,0.0509,0.83,0.828,0.00824,0.331,-5.562,0.0494,89.905,0.665,2NNzvsOFpztTUUzk6rcnPH,55,0,['77SW9BnxLY8rJ0RciFqkHh'],2013-12-10,9,0,4,61
415,415,Flume,spotify:track:2mk87j3RWPdzy0rWIoUP1o,spotify:artist:6nxWCVXbOlEVRexSbLsTer,Drop the Game,spotify:album:5XHvSgcyEK3a99SwDyvppN,221080,Drop the Game - EP,0.511,0.316,0.657,0.00016,0.25,-5.561,0.0903,77.871,0.413,2mk87j3RWPdzy0rWIoUP1o,49,0,"['6nxWCVXbOlEVRexSbLsTer', '6UcJxoeHWWWyT5HZP064om']",2013-01-23,4,0,4,45
416,416,Idina Menzel,spotify:track:0qcr5FMsEO85NAQjrlDRKo,spotify:artist:73Np75Wv2tju61Eo9Zw4IR,"Let It Go - From ""Frozen""/Soundtrack Version",spotify:album:7lZs5r4oQV2nutddffLrg0,223840,Frozen,0.558,0.543,0.485,0.0,0.12,-6.85,0.0305,136.961,0.371,2zV3AmIgnDoWIW5zWC2p3B,47,0,['73Np75Wv2tju61Eo9Zw4IR'],2013-01-01,8,1,4,21
417,417,Stephen Schwartz,spotify:track:1bpnYrDCforv9ctJMzJRV8,spotify:artist:7daPb40K64rRtF36wd3ZOk,"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",spotify:album:2MWo0RliwlkObUN13r5ITR,353920,Wicked,0.722,0.333,0.377,0.0,0.0333,-8.282,0.0343,87.613,0.245,0yM3VmM8gHEVGViKvAbQkc,59,0,"['3DgcBA7P0ji5co7Z1Gfp2Q', '73Np75Wv2tju61Eo9Zw4IR']",2004-01-01,6,1,4,21
418,418,Stephen Schwartz,spotify:track:1bpnYrDCforv9ctJMzJRV8,spotify:artist:7daPb40K64rRtF36wd3ZOk,"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",spotify:album:2MWo0RliwlkObUN13r5ITR,353920,Wicked,0.722,0.333,0.377,0.0,0.0333,-8.282,0.0343,87.613,0.245,1bpnYrDCforv9ctJMzJRV8,58,0,"['7daPb40K64rRtF36wd3ZOk', '3DgcBA7P0ji5co7Z1Gfp2Q', '73Np75Wv2tju61Eo9Zw4IR', '1e6BRnFiiwNZl04xu1yqmi', '5TLQArskPwpPQULjjE2tsW']",2003-01-01,6,1,4,21
419,419,Leonard Bernstein,spotify:track:4mVixDO5Mynqe08bzCwGvF,spotify:artist:2LmyJyCF5V1eQyvHgJNbTn,West Side Story - Original Broadway Cast: Maria (Larry Kert) - Excerpt,spotify:album:7k6lLgtAfFlSaosi7BV5zr,157240,Leonard Bernstein - A Total Embrace: The Composer,0.953,0.194,0.112,0.0,0.246,-17.56,0.033,91.638,0.155,4mVixDO5Mynqe08bzCwGvF,6,0,"['2LmyJyCF5V1eQyvHgJNbTn', '3AHq6rutf72JF0ul8GB6G2', '4VRRt6jKI9vTYaoz7WbI5u', '3ZjdTrMPbDBW5uyM8lWyNK', '5YUnGJyBSdPLoJExvs7qHF', '2lX3Xa8sYCpxoysABBQ87i']",1950,3,1,3,21
420,420,Andrew Lloyd Webber,spotify:track:5qlABWwod6dgDCmRAAF5J5,spotify:artist:4aP1lp10BRYZO658B2NwkG,The Phantom Of The Opera,spotify:album:36bEg6FTBaZGLg9ngJZIU6,302800,Phantom Of The Opera,0.0533,0.548,0.582,0.0096,0.102,-10.194,0.0402,119.658,0.305,5qlABWwod6dgDCmRAAF5J5,51,0,"['4aP1lp10BRYZO658B2NwkG', '3LfD2yRlfHAtTryX8rFp25', '5fRiVl9fyhUEZhcpMyIxUG', '7Ead768rc4ShGxnqtqccU5']",1987-01-01,7,0,4,21
421,421,Newsies Ensemble,spotify:track:2Sj6x38J21JIawtlD3DUBA,spotify:artist:1LixgO7iYYxlco9KysaeeF,King of New York,spotify:album:3MU3zODRnY25REolALNVAI,145773,Newsies,0.358,0.704,0.257,0.0,0.0487,-16.119,0.0812,86.046,0.617,2Sj6x38J21JIawtlD3DUBA,40,0,['1LixgO7iYYxlco9KysaeeF'],1992-01-01,1,1,4,32
422,422,Newsies Additional Singing Cast,spotify:track:1L9QJNOAxPE77USsAnGg6p,spotify:artist:2Gv6zVsmagO6mIKwF2fBaN,Santa Fe,spotify:album:3MU3zODRnY25REolALNVAI,258120,Newsies,0.753,0.386,0.203,0.0,0.267,-16.852,0.0486,102.433,0.304,1L9QJNOAxPE77USsAnGg6p,38,0,"['2Gv6zVsmagO6mIKwF2fBaN', '6Ha98VfvwLSK9uBwQRK0tg']",1992-01-01,10,1,3,32
423,423,Lil Uzi Vert,spotify:track:4uhvMW7ly7tJil31YYscAN,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,Erase Your Social,spotify:album:6LX75kNicFqjjiAOeZgN67,199993,The Perfect LUV Tape,0.694,0.705,0.609,0.0,0.234,-5.728,0.0729,140.058,0.718,4uhvMW7ly7tJil31YYscAN,75,1,['4O15NlyKLIASxsJ0PrXPfz'],2016-08-10,3,1,4,21
424,424,PnB Rock,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,spotify:artist:21WS9wngs9AqFckK7yYJPM,Selfish,spotify:album:7eFfp9r4A30ueN9A5EJbk2,245604,GTTM: Goin Thru the Motions,0.114,0.638,0.6,0.0,0.187,-5.84,0.0438,101.981,0.0399,2xbI8Vmyv3TkpTdywpPyNw,74,1,['21WS9wngs9AqFckK7yYJPM'],2017-01-13,1,0,4,21
425,425,J. Cole,spotify:track:6Ius4TC0L3cN74HT7ENE6e,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,Wet Dreamz,spotify:album:7viNUmZZ8ztn2UB4XB3jIL,239320,2014 Forest Hills Drive,0.0751,0.517,0.705,0.0,0.128,-8.205,0.364,175.906,0.584,6Ius4TC0L3cN74HT7ENE6e,81,1,['6l3HvQ5sa6mXTsMTB19rO5'],2014-12-09,6,0,4,53
