,Unnamed: 0,artist_name,track_uri,artist_uri,name,album_uri,duration_ms,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,track_popularity,id,popularity,id_artists,release_date,key,mode,time_signature
441,2147,Calvin Harris,spotify:track:7tr2za8SQg2CI8EDgrdtNl,spotify:artist:7CajNmpbOovFoOoasH2HaY,Slide,spotify:album:2HaqChIDc5go3qxVunBDK0,230813,Funk Wav Bounces Vol.1,0.498,0.736,0.795,1.21e-06,0.254,-3.299,0.0545,104.066,0.511,50.0,1wj23degJmbGZaJ1sUkVj8,23,"['7CajNmpbOovFoOoasH2HaY', '2h93pZq0e7k5yf4dywlkpM', '6oMuImdp5ZcFhWP0ESe6mG']",2017-12-22,1,0,4
442,2149,Playboi Carti,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,spotify:artist:699OTQXzgjhIYAHMy9RyPD,Magnolia,spotify:album:4rJgzzfFHAVFhCSt2P4I3j,181812,Playboi Carti,0.0114,0.791,0.582,0.0,0.35,-7.323,0.286,162.991,0.443,51.0,1e1JKLEDKP7hEQzJfNAgPl,76,['699OTQXzgjhIYAHMy9RyPD'],2017-04-14,11,0,4
443,2150,Drake,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,spotify:artist:3TVXtAsR1Inumwj472S9r4,Sneakin’,spotify:album:2z3NlPY0n0gHJPCPqrzA6V,251333,Sneakin’,0.00496,0.806,0.558,1.45e-06,0.16,-6.538,0.172,85.011,0.26,45.0,4ckuS4Nj4FZ7i3Def3Br8W,66,"['3TVXtAsR1Inumwj472S9r4', '1URnnhqYAYcrqrcwql10ft']",2016-10-24,8,1,4
444,2151,21 Savage,spotify:track:4gmmRb6bZJffOOiww1JGTO,spotify:artist:1URnnhqYAYcrqrcwql10ft,No Heart,spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,235040,Savage Mode,0.136,0.906,0.444,6.44e-05,0.173,-8.692,0.384,140.063,0.678,0.0,4gmmRb6bZJffOOiww1JGTO,72,"['1URnnhqYAYcrqrcwql10ft', '0iEtIxbK0KxaSlF7G42ZOp']",2016-07-15,4,0,4
445,2153,21 Savage,spotify:track:6fwdbPMwP1zVStm8FybmkO,spotify:artist:1URnnhqYAYcrqrcwql10ft,X (feat. Future),spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,258880,Savage Mode,0.373,0.835,0.413,0.00133,0.101,-9.81,0.396,149.004,0.111,60.0,6fwdbPMwP1zVStm8FybmkO,73,"['1URnnhqYAYcrqrcwql10ft', '0iEtIxbK0KxaSlF7G42ZOp', '1RyvyyTE3xzB2ZywiAwp0i']",2016-07-15,1,1,4
446,2156,Kendrick Lamar,spotify:track:7uWVT3UkCAZyANvv0bdyQn,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,These Walls,spotify:album:7ycBtnsMtyVbbwTfJwRjSP,300973,To Pimp A Butterfly,0.11,0.752,0.489,3.57e-06,0.202,-5.233,0.137,108.005,0.373,0.0,7uWVT3UkCAZyANvv0bdyQn,64,"['2YZyLoL8N0Wb9xBt1NhZWg', '4jCbgl5Dmt3uOh8WRQfpPs', '0N41KJ4H6bkPAm2tx7VS8C', '4frXpPxQQZwbCu3eTGnZEw']",2015-03-16,1,1,4
447,2160,Kendrick Lamar,spotify:track:1EaKU4dMbesXXd3BrLCtYG,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,ELEMENT.,spotify:album:4eLPsYPBmXABThSJ821sqY,208733,DAMN.,0.204,0.748,0.705,0.0,0.246,-4.547,0.485,189.891,0.483,53.0,1EaKU4dMbesXXd3BrLCtYG,71,['2YZyLoL8N0Wb9xBt1NhZWg'],2017-04-14,4,0,4
448,2161,Kendrick Lamar,spotify:track:6SwRhMLwNqEi6alNPVG00n,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,LOYALTY. FEAT. RIHANNA.,spotify:album:4eLPsYPBmXABThSJ821sqY,227360,DAMN.,0.0265,0.658,0.535,0.0,0.2,-8.983,0.0573,110.684,0.419,35.0,6SwRhMLwNqEi6alNPVG00n,73,"['2YZyLoL8N0Wb9xBt1NhZWg', '5pKCCKE2ajJHZ9KAiaK11H']",2017-04-14,9,0,4
449,2162,Kendrick Lamar,spotify:track:6PGoSes0D9eUDeeAafB2As,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,LOVE. FEAT. ZACARI.,spotify:album:4eLPsYPBmXABThSJ821sqY,213400,DAMN.,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,0.779,29.0,6PGoSes0D9eUDeeAafB2As,80,"['2YZyLoL8N0Wb9xBt1NhZWg', '3qBKjEOanahMxlRojwCzhI']",2017-04-14,10,1,4
450,2166,Rae Sremmurd,spotify:track:6mapJIPnQ23RTAevUoE0DL,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Swang,spotify:album:5v6iBhIlflzR9rEd1LAMbd,208120,SremmLife 2,0.2,0.681,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,0.166,26.0,6mapJIPnQ23RTAevUoE0DL,74,['7iZtZyCzp3LItcw1wtPI3D'],2016-08-12,8,1,4
451,2167,Playboi Carti,spotify:track:59J5nzL1KniFHnU120dQzt,spotify:artist:699OTQXzgjhIYAHMy9RyPD,wokeuplikethis*,spotify:album:4rJgzzfFHAVFhCSt2P4I3j,235535,Playboi Carti,0.0138,0.785,0.62,0.0,0.15,-6.667,0.254,78.477,0.478,25.0,59J5nzL1KniFHnU120dQzt,75,"['699OTQXzgjhIYAHMy9RyPD', '4O15NlyKLIASxsJ0PrXPfz']",2017-04-14,8,1,4
452,2170,XXXTENTACION,spotify:track:7m9OqQk4RVRkw9JJdeAw96,spotify:artist:15UsOTVnJzReFVN1VCnxy4,Jocelyn Flores,spotify:album:5VdyJkLe3yvOs0l4xXbWp0,119133,17,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,134.021,0.437,0.0,7m9OqQk4RVRkw9JJdeAw96,87,['15UsOTVnJzReFVN1VCnxy4'],2017-08-25,0,0,4
453,2173,XXXTENTACION,spotify:track:7AQim7LbvFVZJE3O8TYgf2,spotify:artist:15UsOTVnJzReFVN1VCnxy4,Fuck Love (feat. Trippie Redd),spotify:album:5VdyJkLe3yvOs0l4xXbWp0,146520,17,0.0172,0.797,0.533,0.000152,0.103,-9.74,0.0412,131.036,0.329,5.0,7AQim7LbvFVZJE3O8TYgf2,84,"['15UsOTVnJzReFVN1VCnxy4', '6Xgp2XMz1fhVYe7i6yNAax']",2017-08-25,0,0,4
454,2174,Cardi B,spotify:track:2771LMNxwf62FTAdpJMQfM,spotify:artist:4kYSro6naA4h99UJvo89HB,Bodak Yellow,spotify:album:1wpgafbHuQfSUmCWvahFlq,223962,Bodak Yellow,0.0672,0.929,0.723,0.0,0.346,-5.792,0.109,125.022,0.458,51.0,2771LMNxwf62FTAdpJMQfM,65,['4kYSro6naA4h99UJvo89HB'],2017-06-16,11,0,4
455,2176,Trippie Redd,spotify:track:0AICBlLzFCTpUqmAbtzB2z,spotify:artist:6Xgp2XMz1fhVYe7i6yNAax,Love Scars,spotify:album:7ae73nWyKrrH9wwGm97RIA,143969,A Love Letter To You,0.000404,0.659,0.614,0.0,0.123,-7.32,0.0541,119.405,0.26,6.0,0AICBlLzFCTpUqmAbtzB2z,74,['6Xgp2XMz1fhVYe7i6yNAax'],2017-05-14,9,0,4
456,2177,Trippie Redd,spotify:track:6jT3etAOkvMUw0zsEw5QnR,spotify:artist:6Xgp2XMz1fhVYe7i6yNAax,Romeo & Juliet,spotify:album:7ae73nWyKrrH9wwGm97RIA,208000,A Love Letter To You,0.664,0.609,0.37,0.086,0.328,-13.933,0.0712,119.806,0.352,0.0,6jT3etAOkvMUw0zsEw5QnR,68,['6Xgp2XMz1fhVYe7i6yNAax'],2017-05-14,0,1,4
457,2179,2 Chainz,spotify:track:1nX9KhK3Fff27SnrIor2Yb,spotify:artist:17lzZA2AlOHwCwFALHttmp,4 AM,spotify:album:5vvvo79z68vWj9yimoygfS,255560,Pretty Girls Like Trap Music,0.118,0.796,0.5,0.0,0.155,-7.21,0.425,75.012,0.227,0.0,1nX9KhK3Fff27SnrIor2Yb,70,"['17lzZA2AlOHwCwFALHttmp', '0Y5tJX1MQlPlqiwlOH1tJY']",2017-06-16,1,1,4
458,2208,What So Not,spotify:track:6zpCJDhdpHPZCcFCJZDqX5,spotify:artist:4AA8eXtzqh5ykxtafLaPOi,High You Are,spotify:album:5FAFTIaf9DBYcmDkYB3F3g,213340,High You Are,0.0557,0.69,0.857,0.11,0.0341,-5.613,0.0405,136.99,0.409,0.0,6zpCJDhdpHPZCcFCJZDqX5,64,"['4AA8eXtzqh5ykxtafLaPOi', '4T5kpUiQUVJhuf9YT28qlf']",2013-10-08,10,1,4
459,2209,Major Lazer,spotify:track:4oyWrvyORD6uCSYCLSRF6W,spotify:artist:738wLrAtLtCtFOLvQBXOXp,Powerful (feat. Ellie Goulding & Tarrus Riley),spotify:album:2XBnxKeRZi76u2iyGcMych,206327,Peace Is The Mission,0.121,0.598,0.792,0.0,0.158,-4.043,0.0478,97.479,0.732,0.0,2rSdCcSlZA1GGoW6egTzjZ,52,"['738wLrAtLtCtFOLvQBXOXp', '0X2BH1fck6amBIoJhDVmmJ', '4frHO7KPcfMjhnVdIMJ98c']",2015-06-01,11,0,3
460,2293,Two Steps from Hell,spotify:track:2F9xBxKbx2M0pbgtSu8fLf,spotify:artist:2qvP9yerCZCS0U1gZU8wYp,Victory,spotify:album:4y7T04fej3MJ8tAe2FeKD5,320467,Battlecry,0.00903,0.503,0.917,0.326,0.162,-6.111,0.0649,119.993,0.266,49.0,2F9xBxKbx2M0pbgtSu8fLf,67,"['2qvP9yerCZCS0U1gZU8wYp', '6BF0bXbsdujMSMeFZBGcBq']",2015-04-28,10,1,4
461,2295,Cage The Elephant,spotify:track:2tznHmp70DxMyr2XhWLOW0,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Cigarette Daydreams,spotify:album:4EK8gtQfdVsmDTji7gBFlz,208760,Melophobia,0.0807,0.636,0.676,0.0,0.0831,-3.442,0.0263,113.98,0.273,38.0,6jHvX8ZnHKC1PnrPMJ0Emt,63,['26T3LtbuGT1Fu9m0eRq5X3'],2013-10-08,2,1,4
462,2297,Jon Bellion,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,All Time Low,spotify:album:2e8nzTZ0HtK94IifOWgN7o,217603,The Human Condition,0.0584,0.617,0.567,0.0,0.0933,-4.188,0.0828,90.246,0.505,40.0,0SuLAslEMFZAXf0SwY7syi,70,['50JJSqHUf2RQ9xsHs0KMHg'],2016-06-10,0,1,4
463,20396,Jon Bellion,spotify:track:0AN91FSgGw0nmOVcpD9q7l,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,All Time Low,spotify:album:344HFsonmf7WjgMQP0lvvk,217603,All Time Low,0.0584,0.617,0.567,0.0,0.0933,-4.188,0.0828,90.246,0.505,53.0,0SuLAslEMFZAXf0SwY7syi,70,['50JJSqHUf2RQ9xsHs0KMHg'],2016-06-10,0,1,4
464,2299,Jon Bellion,spotify:track:48LwbDH7u5UMrsY3sjfjhe,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,Overwhelming,spotify:album:2jJReDZqTuAxr4R0ItimZc,172751,The Human Condition,0.252,0.748,0.622,0.0,0.112,-4.518,0.225,91.77,0.667,37.0,48LwbDH7u5UMrsY3sjfjhe,61,['50JJSqHUf2RQ9xsHs0KMHg'],2016-06-10,0,1,4
465,2315,Cage The Elephant,spotify:track:0tkBOcK7oRVXQJY97zzSvr,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Telescope,spotify:album:4EK8gtQfdVsmDTji7gBFlz,228293,Melophobia,0.273,0.589,0.481,1.33e-05,0.0986,-4.801,0.0285,93.568,0.176,30.0,579XFPQju7GyJcEvIjloXn,59,['26T3LtbuGT1Fu9m0eRq5X3'],2013-10-08,0,1,4
466,2317,Cage The Elephant,spotify:track:5n0CTysih20NYdT2S0Wpe8,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Trouble,spotify:album:0nW0w37lrQ87k7PLZvC4qJ,225973,Tell Me I'm Pretty,0.392,0.47,0.623,0.000439,0.0992,-5.655,0.0302,77.861,0.298,8.0,5n0CTysih20NYdT2S0Wpe8,74,['26T3LtbuGT1Fu9m0eRq5X3'],2015-12-18,0,1,4
467,2324,blackbear,spotify:track:3Q3myFA7q4Op95DOpHplaY,spotify:artist:2cFrymmkijnjDg9SS92EPM,do re mi,spotify:album:30QoUTsSdpQuZunPNFsLnm,212027,digital druglord,0.00522,0.745,0.593,5.25e-06,0.123,-6.35,0.0526,111.002,0.17,0.0,3Q3myFA7q4Op95DOpHplaY,77,['2cFrymmkijnjDg9SS92EPM'],2017-04-21,8,1,3
468,2325,Dropkick Murphys,spotify:track:7rSERmjAT38lC5QhJ8hnQc,spotify:artist:7w9jdhcgHNdiPeNPUoFSlx,I'm Shipping Up To Boston,spotify:album:2sZGDqHfU884z3iFris122,153600,The Warrior's Code,0.000706,0.452,0.928,0.000637,0.226,-3.133,0.079,129.188,0.6,46.0,7rSERmjAT38lC5QhJ8hnQc,72,['7w9jdhcgHNdiPeNPUoFSlx'],2005-07-19,2,1,4
469,2333,Young Money,spotify:track:6HfOzLLjsaXsehIFEsrxTk,spotify:artist:5OrB6Jhhrl9y2PK0pSV4VP,Trophies,spotify:album:0UwpSCPnNPksM1meQJnBAF,188320,Rise Of An Empire,0.155,0.746,0.687,0.0,0.137,-7.475,0.382,143.931,0.283,67.0,6HfOzLLjsaXsehIFEsrxTk,74,"['5OrB6Jhhrl9y2PK0pSV4VP', '3TVXtAsR1Inumwj472S9r4']",2014-01-01,1,1,4
470,2335,2 Chainz,spotify:track:6H0AwSQ20mo62jGlPGB8S6,spotify:artist:17lzZA2AlOHwCwFALHttmp,It's A Vibe,spotify:album:5vvvo79z68vWj9yimoygfS,210200,Pretty Girls Like Trap Music,0.0312,0.822,0.502,0.000887,0.114,-7.38,0.148,73.003,0.525,71.0,6H0AwSQ20mo62jGlPGB8S6,75,"['17lzZA2AlOHwCwFALHttmp', '7c0XG5cIJTrrAgEC3ULPiq', '2iojnBLj0qIMiKPvVhLnsH', '5ZS223C6JyBfXasXxrRqOk']",2017-06-16,7,1,4
471,2344,Bill Withers,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,Ain't No Sunshine,spotify:album:6N8uPmDqbgXD3ztkCCfxoo,125093,Just As I Am,0.457,0.527,0.415,1.72e-05,0.117,-11.451,0.122,78.169,0.515,0.0,1k1Bqnv2R0uJXQN4u6LKYt,79,['1ThoqLcyIYvZn7iWbj8fsj'],1971-05-01,4,0,4
472,2348,Milky Chance,spotify:track:2CVeqoap0AwLbdjWr6Rraq,spotify:artist:1hzfo8twXdOegF3xireCYs,Running,spotify:album:5D20ZzsNB377xbshIFP9Nb,268000,Sadnecessary,0.663,0.642,0.52,0.0989,0.0601,-10.287,0.0524,79.013,0.198,22.0,0R0RGzpT8Rr4ZgXzA2bxnE,49,['1hzfo8twXdOegF3xireCYs'],2013-05-31,7,1,4
473,2349,Mr. Probz,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,spotify:artist:33W1pnW9zScZtYTnAoWnOT,Waves - Robin Schulz Radio Edit,spotify:album:7l4LGPXk2mB80WgXy4VeuB,208133,Waves,0.00821,0.829,0.51,0.0014,0.0829,-9.334,0.0369,119.993,0.45,0.0,1HFfMOxCAT4GAwaPfCdmUs,79,"['33W1pnW9zScZtYTnAoWnOT', '3t5xRXzsuZmMDkQzgOX35S']",2014-02-07,5,0,4
474,2350,Generationals,spotify:track:4ZFHITy0bAeZ3oFfvR0HaI,spotify:artist:57MtJQ6Sc4tIxrXIhrqVJL,Put a Light On,spotify:album:34oLvXQWydwd1KOqgL8UiE,226933,Heza,0.056,0.688,0.771,0.000106,0.0561,-4.463,0.0291,100.01,0.481,0.0,4ZFHITy0bAeZ3oFfvR0HaI,62,['57MtJQ6Sc4tIxrXIhrqVJL'],2013,1,1,4
475,2351,Clean Bandit,spotify:track:5HuqzFfq2ulY1iBAW5CxLe,spotify:artist:6MDME20pz9RveH9rEXvrOM,Rather Be (feat. Jess Glynne),spotify:album:2xVeccmEU0zklK4XSKiDCW,227833,I Cry When I Laugh,0.162,0.799,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,0.549,57.0,0am001WwFBVGDGLwRh3ixi,60,"['6MDME20pz9RveH9rEXvrOM', '4ScCswdRlyA23odg9thgIO']",2014-06-02,11,1,4
476,2353,Dispatch,spotify:track:5bO5xc5BHe1aTsaqyRZLNU,spotify:artist:6v4jPZO3UIDNJIgdxRxtr9,Flying Horses,spotify:album:6uEgPlkfgRwWwEa4w62ZC2,323613,Silent Steeples,0.0535,0.465,0.74,0.0,0.0853,-6.295,0.0791,112.193,0.644,47.0,5bO5xc5BHe1aTsaqyRZLNU,45,['6v4jPZO3UIDNJIgdxRxtr9'],1996-08-19,4,0,4
477,2373,Matoma,spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,spotify:artist:4YXycRbyyAE0wozTk7QMEq,Old Thing Back (feat. Ja Rule and Ralph Tresvant),spotify:album:4v55njNe2owBsm6VuEiTLe,321649,Old Thing Back (feat. Ja Rule and Ralph Tresvant),0.194,0.805,0.858,7.89e-06,0.256,-3.067,0.105,97.033,0.523,0.0,2lDYjLe2xR0CiXNyVvSHcO,52,"['4YXycRbyyAE0wozTk7QMEq', '5me0Irg2ANcsgc93uaYrpb', '1J2VVASYAamtQ3Bt8wGgA6', '6MLDcHrNh4OqxDZAjMt5pt']",2015-02-24,0,1,4
478,2375,Sam Feldt,spotify:track:6ksRossV4vKsXntCCZbhaM,spotify:artist:20gsENnposVs2I4rQ5kvrf,Show Me Love,spotify:album:1Ba3HDw1at35UVxMxLCdCa,181867,Show Me Love,0.568,0.589,0.613,0.0,0.0675,-5.034,0.0327,114.853,0.19,0.0,6ksRossV4vKsXntCCZbhaM,58,"['20gsENnposVs2I4rQ5kvrf', '3dfslm6CkJXlsvGSQxGgxt']",2015-05-18,0,1,4
479,2414,Bebe,spotify:track:3iHJm7dUroZYvbqrhobLZs,spotify:artist:2byU53ebtTxcAnIRE814Ts,Siempre me quedará,spotify:album:3B8sRsQWEcVVeo3msMowPB,229373,Pafuera Telarañas,0.442,0.756,0.578,0.00552,0.18,-7.369,0.118,77.064,0.771,43.0,3iHJm7dUroZYvbqrhobLZs,62,['2byU53ebtTxcAnIRE814Ts'],2004,9,0,4
480,2430,Cosmo Sheldrake,spotify:track:0DPXEdPCl9L7cH67seaCPU,spotify:artist:6hV6oxGLeLFw17DGjIPkYD,The Moss,spotify:album:6xudrs13eVZbvcOwBSE42f,242567,Pelicans We,0.687,0.619,0.51,0.0,0.137,-5.549,0.0305,127.966,0.441,72.0,7l8gHk3b9AwjC7gRhOqtP4,60,['6hV6oxGLeLFw17DGjIPkYD'],2014-03-05,1,0,4
481,2437,Gramatik,spotify:track:53qU2K55RJgfs9F50irpB3,spotify:artist:179BpmLkQCRIoU68Co80f5,Just Jammin',spotify:album:4NyU7oAsBsOvTAH2vnYPem,389500,SB2,0.0675,0.815,0.681,0.012,0.117,-5.785,0.0854,90.008,0.803,0.0,53qU2K55RJgfs9F50irpB3,58,['179BpmLkQCRIoU68Co80f5'],2009-12-09,10,0,4
482,2447,Pretty Lights,spotify:track:4n6z0yh2ZpoGh0RNyGVu52,spotify:artist:4iVhFmG8YCCEHANGeUUS9q,One Day They'll Know (ODESZA Remix),spotify:album:0pbCJhGv304qQ16xWvqyBH,260571,A Color Map of the Sun (Remixes),0.00591,0.465,0.714,0.624,0.16,-6.611,0.0317,140.026,0.294,54.0,4n6z0yh2ZpoGh0RNyGVu52,58,['4iVhFmG8YCCEHANGeUUS9q'],2013-12-10,11,0,4
483,2452,Gramatik,spotify:track:6O7qFEXmLQcOsV37wrgJDz,spotify:artist:179BpmLkQCRIoU68Co80f5,Muy Tranquilo,spotify:album:6zRPOKKIiUEQPGYnLoavVj,233755,SB3,0.24,0.641,0.621,0.0299,0.175,-3.88,0.0524,89.926,0.749,74.0,6O7qFEXmLQcOsV37wrgJDz,63,['179BpmLkQCRIoU68Co80f5'],2010-07-29,7,1,4
484,2483,B.o.B,spotify:track:2LvRR121MWFmmEGkuV2vQP,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,HeadBand (feat. 2 Chainz),spotify:album:177byugYOk12NcfRtWvghY,220240,Underground Luxury,0.132,0.919,0.506,0.0,0.0771,-7.14,0.304,97.465,0.273,36.0,2LvRR121MWFmmEGkuV2vQP,72,"['5ndkK3dpZLKtBklKjxNQwT', '17lzZA2AlOHwCwFALHttmp']",2013-12-16,1,1,4
485,2487,Miley Cyrus,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Wrecking Ball,spotify:album:3RDqXDc1bAETps54MSSOW0,221360,Bangerz (Deluxe Version),0.407,0.53,0.422,0.0,0.107,-6.262,0.0342,119.964,0.349,0.0,2vwlzO0Qp8kfEtzTsCXfyE,78,['5YGY8feqx7naU7z4HrwZM6'],2013-10-04,5,1,4
486,2493,2 Chainz,spotify:track:6J5sxraPPZ4b0CVOGAgpXj,spotify:artist:17lzZA2AlOHwCwFALHttmp,I'm Different,spotify:album:1wBFRaacNYmqfkidUZ0NtM,207040,Based On A T.R.U. Story,0.0473,0.936,0.702,0.0,0.0838,-5.305,0.0615,97.524,0.704,11.0,6J5sxraPPZ4b0CVOGAgpXj,60,['17lzZA2AlOHwCwFALHttmp'],2012-01-01,10,1,4
487,2494,Kid Cudi,spotify:track:2GtaNlidzvK3hY78kCdsHa,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,Marijuana,spotify:album:08eM9GRdr5BCCHNqS3Wwud,260200,Man On The Moon II: The Legend Of Mr. Rager,0.829,0.673,0.403,0.829,0.272,-9.809,0.0273,140.986,0.54,57.0,2GtaNlidzvK3hY78kCdsHa,64,['0fA0VVWsXO9YnASrzqfmYu'],2010-11-09,8,0,4
488,2499,Motionless In White,spotify:track:4vVUoi4U6ikqH2wIoE2fmG,spotify:artist:6MwPCCR936cYfM1dLsGVnl,Reincarnate,spotify:album:7gF74deMBvX9Bqyn5RCn8r,220040,Reincarnate,0.000245,0.478,0.992,0.000206,0.327,-3.165,0.211,109.969,0.117,0.0,4vVUoi4U6ikqH2wIoE2fmG,60,['6MwPCCR936cYfM1dLsGVnl'],2014-09-15,7,1,4
489,2501,Asking Alexandria,spotify:track:5MuWGLrqeqYEcpqWMq5M1w,spotify:artist:1caBfBEapzw8z2Qz9q0OaQ,I Won't Give In,spotify:album:399w1uaOvKhnkczdMMZYoy,229600,The Black,0.00594,0.428,0.914,0.0,0.309,-3.017,0.0762,74.989,0.494,59.0,5MuWGLrqeqYEcpqWMq5M1w,63,['1caBfBEapzw8z2Qz9q0OaQ'],2016-03-25,2,1,4
490,2502,Asking Alexandria,spotify:track:7IiqF2tYiixnpBcFjkocjA,spotify:artist:1caBfBEapzw8z2Qz9q0OaQ,Moving On,spotify:album:3yPGBS6p3GyFb9EySzFyYi,242593,From Death To Destiny,0.000569,0.446,0.761,0.0,0.182,-4.141,0.032,134.971,0.336,57.0,7IiqF2tYiixnpBcFjkocjA,59,['1caBfBEapzw8z2Qz9q0OaQ'],2013-08-06,3,0,4
491,2505,Beartooth,spotify:track:58jVSXqb2cypfC6fwxrulm,spotify:artist:6vwjIs0tbIiseJMR3pqwiL,In Between,spotify:album:0cq8sFikYGr4vv5ZVDr9qg,213576,Disgusting,0.00285,0.462,0.972,0.0,0.666,-2.642,0.138,128.092,0.449,34.0,03jdl5GTBhKsgB1Yw8mVPh,67,['6vwjIs0tbIiseJMR3pqwiL'],2014-06-10,7,0,4
492,2507,Of Mice & Men,spotify:track:3bdqdxoWXP3z0KuDt0o4Cn,spotify:artist:4tususHNaR68xdgLstlGBA,SECOND & SEBRING,spotify:album:2YOIrzi5u5xuiGCA7GhCMS,229120,Of Mice & Men,0.000892,0.273,0.973,0.0,0.388,-3.324,0.0807,133.428,0.179,0.0,3bdqdxoWXP3z0KuDt0o4Cn,64,['4tususHNaR68xdgLstlGBA'],2010-03-09,1,0,4
493,2517,Trivium,spotify:track:15zUfY9L1p7bN9JsgaTAP0,spotify:artist:278ZYwGhdK6QTzE3MFePnP,Strife,spotify:album:1hamGtmqitOROTKc0yNhow,269266,Vengeance Falls,3.58e-05,0.461,0.987,8.48e-05,0.359,-1.711,0.108,142.031,0.309,0.0,15zUfY9L1p7bN9JsgaTAP0,60,['278ZYwGhdK6QTzE3MFePnP'],2013-10-08,1,0,4
494,2538,I Prevail,spotify:track:6WaYiQUPel70HUaCZj5eND,spotify:artist:3Uobr6LgQpBbk6k4QGAb3V,Scars,spotify:album:1GpxP0nEqmQoQimVAp8bAZ,229773,Lifelines,9.97e-05,0.505,0.964,2.85e-06,0.113,-3.673,0.0718,138.021,0.571,22.0,6WaYiQUPel70HUaCZj5eND,67,['3Uobr6LgQpBbk6k4QGAb3V'],2016-10-21,7,1,4
495,2539,Five Finger Death Punch,spotify:track:5lLvgwHmsiYDz8xbAHPXpA,spotify:artist:5t28BP42x2axFnqOOMg3CM,Got Your Six,spotify:album:6BNz3kTKk1A8z4Os0ZmFXf,178100,Got Your Six,9.63e-05,0.535,0.986,4.9e-06,0.0821,-4.483,0.0965,76.473,0.353,0.0,3JfBv2YfwPdflYUGMCeHgt,53,['5t28BP42x2axFnqOOMg3CM'],2015-09-04,4,1,4
496,2552,Disturbed,spotify:track:5hkgrWxkobGtg30I7DsfVu,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Ten Thousand Fists,spotify:album:0Te7OvzuUMnbsqCneIDUm6,212040,Ten Thousand Fists,2.55e-05,0.54,0.977,0.0588,0.0533,-3.409,0.0876,106.907,0.211,24.0,5hkgrWxkobGtg30I7DsfVu,66,['3TOqt5oJwL9BE2NG9MEwDa'],2005-09-19,1,1,4
497,2555,Beartooth,spotify:track:6QN4zNcLc40IIBGgBnr35U,spotify:artist:6vwjIs0tbIiseJMR3pqwiL,Hated,spotify:album:5hpn2VL2ROLiUscLbwGg83,211430,Aggressive,0.000285,0.458,0.99,0.000893,0.454,-3.717,0.183,166.904,0.46,0.0,2NRa4W3rH4e5GKQMN5Qwyr,63,['6vwjIs0tbIiseJMR3pqwiL'],2016-06-03,8,1,4
498,2627,Journey,spotify:track:4cgSBnNzOo9rhwzUczB7HI,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Stone in Love,spotify:album:43wpzak9OmQfrjyksuGwp0,265560,Escape,0.00472,0.488,0.871,0.000776,0.676,-9.447,0.0781,118.986,0.518,0.0,4cgSBnNzOo9rhwzUczB7HI,63,['0rvjqX7ttXeg3mTy8Xscbt'],1981,7,1,4
499,2630,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Back In Black,spotify:album:6mUdeDZCsExyJLMdAfDuwh,255493,Back In Black,0.011,0.31,0.7,0.00965,0.0828,-5.678,0.047,188.386,0.763,63.0,08mG3Y1vljYA6bvDt4Wqkj,85,['711MCceyCBcFnzjGY4Q7Un'],1980-07-25,9,1,4
